company,vacancy_count,share
"TAKEDA PHARMACEUTICALS AMERICA, INC.",2,0.0004
TCS Touring Club Schweiz,2,0.0004
TEQABLE AG,2,0.0004
Takeda,2,0.0004
Talan SA,2,0.0004
Tecan,2,0.0004
Tecan Schweiz AG,2,0.0004
TechFirm Information Systems,2,0.0004
Telecom26 AG,2,0.0004
The Brains GmbH,2,0.0004
Thomson Reuters,2,0.0004
Tribunal fédéral suisse TF,2,0.0004
Trust In SODA,2,0.0004
TwinCap First AG,2,0.0004
United Machining,2,0.0004
University Hospital Basel,2,0.0004
Universitätsspital Zürich,2,0.0004
"Urs Ledermann & Partner AG, Bern",2,0.0004
VAT Vakuumventile AG,2,0.0004
VF Corporation,2,0.0004
VTU Engineering Schweiz AG,2,0.0004
Valion AG,2,0.0004
Verwo AG,2,0.0004
Visana Services AG,2,0.0004
Visana Versicherungen,2,0.0004
Vitol SA,2,0.0004
Vlada Republike Slovenije,2,0.0004
Voicepoint AG,2,0.0004
Vontobel Beteiligungen AG,2,0.0004
W3Global,2,0.0004
WAGNER AG,2,0.0004
WinGD Ltd.,2,0.0004
Wistar Informatik AG,2,0.0004
World Economic Forum,2,0.0004
World Trade Organization,2,0.0004
Würth AG,2,0.0004
XpertDirect,2,0.0004
Youth.Economy.Switzerland.,2,0.0004
ZWZ AG,2,0.0004
Ziemer Group,2,0.0004
ZuriQ AG,2,0.0004
agap2 Switzerland,2,0.0004
aietes ag,2,0.0004
allvaco group AG,2,0.0004
aspaara AG,2,0.0004
beeworx GmbH,2,0.0004
die Mobiliar,2,0.0004
dsm-firmenich,2,0.0004
dynasoft AG,2,0.0004
enzianlabs,2,0.0004
exedra ag,2,0.0004
exxo it-services AG,2,0.0004
fortil,2,0.0004
iSource AG,2,0.0004
iTrust,2,0.0004
immopac ag,2,0.0004
infoscore AG,2,0.0004
insieme Schweizerische Vereinigung der Elternvereine für Menschen mit einer geistigen Behinderung,2,0.0004
kaiko.ai,2,0.0004
kohler + partner,2,0.0004
lastminute.com group,2,0.0004
maxon motor ag,2,0.0004
microTECH Global LTD,2,0.0004
mylife Diabetes Care AG,2,0.0004
ongoing GmbH,2,0.0004
safely by Lobsiger & Partner,2,0.0004
skyguide,2,0.0004
soxes AG,2,0.0004
swissQuant Group AG,2,0.0004
syndicom,2,0.0004
the i-engineers AG,2,0.0004
u-blox,2,0.0004
wega Informatik AG,2,0.0004
weroSoft AG,2,0.0004
xinfra gmbh,2,0.0004
08EINS Softwarehaus,1,0.0002
21shares,1,0.0002
3R Swiss Imaging Network SA,1,0.0002
3ap,1,0.0002
4IT Solutions,1,0.0002
A&O IT Group,1,0.0002
AARK Tech Solutions GmbH,1,0.0002
ABB Schweiz AG,1,0.0002
AEROCONTACT,1,0.0002
AFRY Schweiz AG,1,0.0002
AGROLA AG,1,0.0002
AI4I,1,0.0002
AIGLON COLLEGE SA,1,0.0002
AIM Sp. z o.o,1,0.0002
ALBIRO AG,1,0.0002
ALLPS,1,0.0002
ALSTOM Schweiz AG,1,0.0002
AMAG Corporate Services AG,1,0.0002
AMAG Group,1,0.0002
ANYbotics,1,0.0002
ANZEN Engineering,1,0.0002
API SA,1,0.0002
ARTIDIS,1,0.0002
ASANA Gruppe AG,1,0.0002
ASE (Analysis Simulation Engineering) AG,1,0.0002
ATS-Tanner Banding Systems AG,1,0.0002
AWU AG System- und Umwelttechnik,1,0.0002
AXA Group Operations,1,0.0002
"AXIS RE SE, Dublin, Zurich Branch",1,0.0002
Aargauische Kantonalbank,1,0.0002
Academic Work,1,0.0002
Academic Work Switzerland SA,1,0.0002
Accenture DACH,1,0.0002
AccessOwl,1,0.0002
Acquism SARL,1,0.0002
Actemium Switzerland,1,0.0002
Ada Meher,1,0.0002
Adcubum AG,1,0.0002
Adone Conseil,1,0.0002
Adroit People Limited (UK),1,0.0002
AgileAdvant Switzerland Ltd.,1,0.0002
Agnostic Intelligence,1,0.0002
Airex AG,1,0.0002
Akamai Technologies,1,0.0002
Alexander Thamm [at],1,0.0002
Alfred Müller AG,1,0.0002
Allgemeine Plakatgesellschaft AG,1,0.0002
AlpineAI AG,1,0.0002
Alpiq,1,0.0002
Alterszentrum im Brüel Aesch-Pfeffingen,1,0.0002
Amaris Consulting,1,0.0002
Amazon RIVR,1,0.0002
Amcor Flexibles Burgdorf GmbH,1,0.0002
Amt für Informatik,1,0.0002
Anansi Solutions,1,0.0002
Andeo AG,1,0.0002
Angst+Pfister AG,1,0.0002
Anza,1,0.0002
Apco Technologies S.A.,1,0.0002
Appwars technology,1,0.0002
Aproda AG,1,0.0002
Arco IT GmbH,1,0.0002
Arctive AG,1,0.0002
"Arrow ECS GmbH, Linz, Zweigniederlassung Wallisellen",1,0.0002
Ascom Solutions AG,1,0.0002
Aspeya,1,0.0002
Astrafy,1,0.0002
Atinary,1,0.0002
Atupri Gesundheitsversicherung AG,1,0.0002
Audemars Piguet,1,0.0002
Aurora,1,0.0002
Ausgleichskasse des Kantons Bern,1,0.0002
Auterion,1,0.0002
Autexis AG,1,0.0002
Auticon Swiss AG,1,0.0002
Autodesk,1,0.0002
Avanade,1,0.0002
Avanda Group,1,0.0002
Avantec AG,1,0.0002
Axians IT Services AG,1,0.0002
Axon Ivy · Intelligent Process Orchestration Platform,1,0.0002
Axon Lab AG,1,0.0002
B. Braun Medical AG,1,0.0002
B. Wahlstroem Engineering GmbH,1,0.0002
BAMBUS EDV-Consulting GmbH,1,0.0002
BAMBUS Software AG,1,0.0002
BBVA,1,0.0002
BDO AG,1,0.0002
BEKO Solutions GmbH,1,0.0002
BERNINA International AG,1,0.0002
BESTVISION GROUP,1,0.0002
BGP AG,1,0.0002
BKW AG,1,0.0002
BLP Digital AG,1,0.0002
BLS AG,1,0.0002
BRACK.CH,1,0.0002
BROMsolutions AG Basel,1,0.0002
BSI,1,0.0002
BSI Business Systems Integration AG,1,0.0002
BaXian AG,1,0.0002
Bacardi,1,0.0002
BairesDev,1,0.0002
Ballast TechSourcing,1,0.0002
Band-Genossenschaft,1,0.0002
"Bart & Associates, Inc.",1,0.0002
Basel Institute on Governance,1,0.0002
Basellandschaftliche Kantonalbank,1,0.0002
BauSpektrum AG Münsingen,1,0.0002
Baumer,1,0.0002
Bayer Consumer Care AG,1,0.0002
BeOne Medicines,1,0.0002
BearingPoint,1,0.0002
"Beat Mathys, GATCOM, IT-Equipement",1,0.0002
Bedag Informatique SA,1,0.0002
Belimed Life Science,1,0.0002
Belimo,1,0.0002
Bell Schweiz AG,1,0.0002
Bellevue Medical Group,1,0.0002
Benchling,1,0.0002
Bergwerk – Digital Experiences,1,0.0002
Berlac AG,1,0.0002
Bertschi AG,1,0.0002
Bewy,1,0.0002
Beyond Gravity,1,0.0002
Beyond Potentials,1,0.0002
Bio-Rad Laboratories,1,0.0002
Biognosys AG,1,0.0002
Biotta AG,1,0.0002
BlueNetwork Systems AG,1,0.0002
Blutspende SRK Schweiz AG,1,0.0002
Board,1,0.0002
Boll Engineering AG,1,0.0002
Botnar Institute of Immune Engineering – BIIE,1,0.0002
Bottomline,1,0.0002
Bramwith Consulting,1,0.0002
Bruker Switzerland AG,1,0.0002
Bucher Group,1,0.0002
Bucher Municipal,1,0.0002
Bucherer AG,1,0.0002
Bug Bounty Switzerland,1,0.0002
Bundesamt für Meteorologie und Klimatologie MeteoSchweiz,1,0.0002
Bundesverwaltungsgericht - Tribunal administratif fédéral,1,0.0002
Bystronic Group,1,0.0002
Bénédict-Schule AG,1,0.0002
Bögli ICT AG,1,0.0002
Bühler AG,1,0.0002
Bühler Group,1,0.0002
Bürgenstock Resort,1,0.0002
CARU AG,1,0.0002
CBTW IT & Technology / Positive Thinking Company,1,0.0002
CENIT,1,0.0002
CFU GmbH,1,0.0002
CGS Customer Ground Service AG,1,0.0002
CH Media,1,0.0002
CH-Bluesign,1,0.0002
CIS Electronics Engineering,1,0.0002
CM Informatik AG,1,0.0002
CONVOTIS Schweiz AG,1,0.0002
CPM Partners,1,0.0002
CS-Computing GmbH,1,0.0002
CSCS,1,0.0002
CSD ENGINEERS,1,0.0002
CSD INGENIEURE,1,0.0002
CSL,1,0.0002
CYBERTEC PostgreSQL Services and Support,1,0.0002
Calyptus,1,0.0002
Capco,1,0.0002
Capgemini Engineering,1,0.0002
Cardio-CARE,1,0.0002
Carl Zeiss AG,1,0.0002
Celonic Group,1,0.0002
Chainlink Labs,1,0.0002
Chiral,1,0.0002
Cicor Group,1,0.0002
Circle Partners GbR,1,0.0002
Circuit Mind,1,0.0002
Citadel Securities,1,0.0002
Climeworks,1,0.0002
Climeworks AG,1,0.0002
Clinique de Genolier,1,0.0002
Coba IT Consultants,1,0.0002
Cognite,1,0.0002
Coherent Corp.,1,0.0002
Comitas AG,1,0.0002
Compagnie des Montres Longines Francillon SA,1,0.0002
Condecta AG,1,0.0002
Consor AG,1,0.0002
Consort Group,1,0.0002
Construo AG,1,0.0002
Consultants in Science Sàrl,1,0.0002
Core Talent GmbH,1,0.0002
Corealis Consulting AG,1,0.0002
Corintis,1,0.0002
Crans-Montana Food & Beverage SA,1,0.0002
Crossover,1,0.0002
CrowdStrike,1,0.0002
Curaden Global,1,0.0002
Customize AG,1,0.0002
CynLr,1,0.0002
Cytiva,1,0.0002
DATA UNIT AG,1,0.0002
DMD Solutions,1,0.0002
DQventures,1,0.0002
DSJ Global,1,0.0002
DSwiss AG,1,0.0002
Darest,1,0.0002
Data Purpose AG,1,0.0002
DataStore AG,1,0.0002
Datahouse,1,0.0002
Datalynx AG,1,0.0002
Datwyler Group,1,0.0002
Datwyler IT Infra,1,0.0002
Davidson consulting,1,0.0002
Deel,1,0.0002
DeepJudge,1,0.0002
DeepRec.ai,1,0.0002
Delica AG,1,0.0002
Delta Logic AG,1,0.0002
Departement für Bau und Umwelt,1,0.0002
Descartes Systems Group,1,0.0002
Designwerk Technologies AG,1,0.0002
Detecon,1,0.0002
Diartis AG,1,0.0002
Digital Boutique GmbH,1,0.0002
Digital Delivery GmbH,1,0.0002
Direktion der Justiz und des Innern Kanton Zürich,1,0.0002
Domino Graph-Tech AG,1,0.0002
DonTouch SA,1,0.0002
Dreier AG,1,0.0002
DuoKey,1,0.0002
Duscholux AG,1,0.0002
Dyneo Technologies SA,1,0.0002
EBL (Genossenschaft Elektra Baselland),1,0.0002
ECCO2 Solutions AG,1,0.0002
EF,1,0.0002
EITI AG,1,0.0002
EKZ,1,0.0002
ELCA Cloud Services,1,0.0002
ELCASecurity,1,0.0002
"ELESTA GmbH, Ostfildern (DE), Zweigniederlassung Bad Ragaz",1,0.0002
ELLEON,1,0.0002
EMWE AG,1,0.0002
ENOTRAC AG,1,0.0002
EQUANS Switzerland AG,1,0.0002
ERNE Management AG,1,0.0002
ETEL S.A.,1,0.0002
EULITHA,1,0.0002
Eficode,1,0.0002
Eidgenössische Finanzmarktaufsicht (FINMA),1,0.0002
Eidgenössische Finanzmarktaufsicht FINMA,1,0.0002
Element AG,1,0.0002
Emeria Services AG,1,0.0002
Emile Egger & Cie SA,1,0.0002
Endress+Hauser Group,1,0.0002
EnerSys,1,0.0002
Energiebüro AG,1,0.0002
Epic Fusion,1,0.0002
Ergonomics AG,1,0.0002
Erne Management AG,1,0.0002
Erni Schweiz AG,1,0.0002
Esri,1,0.0002
Etat de Neuchâtel,1,0.0002
Etterli Testkaufdienst GmbH,1,0.0002
Evatec AG,1,0.0002
Eventfrog AG,1,0.0002
Everllence,1,0.0002
Ex Libris AG,1,0.0002
Excis Compliance,1,0.0002
Expedia Group,1,0.0002
Experian,1,0.0002
Expersoft Systems AG,1,0.0002
Explora Journeys,1,0.0002
Extendis AG,1,0.0002
F + C Optic GmbH,1,0.0002
FELFEL AG,1,0.0002
FELFEL Switzerland,1,0.0002
FHV Informatique,1,0.0002
FICOBA SA,1,0.0002
FISBA AG,1,0.0002
FORCE7 AG,1,0.0002
Fabasoft Schweiz AG,1,0.0002
Fabasoft Switzerland Ltd,1,0.0002
Facility Solutions Lake Lucerne AG,1,0.0002
Feller AG,1,0.0002
Fertin Pharma A/S,1,0.0002
Ficoba SA,1,0.0002
Fielmann AG,1,0.0002
Finanzdirektion Kanton Zürich,1,0.0002
FlexBase Group,1,0.0002
Flexsis – Bern,1,0.0002
Flumerics Solutions GmbH,1,0.0002
Flying Teachers GmbH,1,0.0002
Fondation Armée du Salut Suisse,1,0.0002
Fondation Bois-Gentil,1,0.0002
Fondation pour l'accueil des enfants de Blonay - St-Légier,1,0.0002
Fortinet,1,0.0002
Forvis Mazars in Switzerland,1,0.0002
Foxglove,1,0.0002
Fritz Studer AG,1,0.0002
Fuse Energy,1,0.0002
G. Baumgartner AG,1,0.0002
GE Vernova,1,0.0002
GONSER AG,1,0.0002
GPV,1,0.0002
GULP Schweiz AG,1,0.0002
GZF Gesundheitszentrum Fricktal,1,0.0002
Galderma Pharma S.A.,1,0.0002
Galenica,1,0.0002
Ganci Partners,1,0.0002
Genossenschaft MIGROS Zürich,1,0.0002
Georg Fischer,1,0.0002
Gi Life Sciences Basel,1,0.0002
Gilgen Door Systems AG,1,0.0002
Giotto.ai,1,0.0002
Glarner Kantonalbank,1,0.0002
Globus Medical,1,0.0002
Go 2 Flow AG,1,0.0002
Gogo,1,0.0002
Goldbach Neo OOH SA,1,0.0002
Golog AG,1,0.0002
Groupe ANSAM,1,0.0002
Groupe Devillard,1,0.0002
GuardEx Sàrl,1,0.0002
Gutor,1,0.0002
HALO Branded Solutions,1,0.0002
HCI Solutions AG,1,0.0002
HEAD IT Solutions AG,1,0.0002
HEFTI. HESS. MARTIGNONI. 4U AG,1,0.0002
HES-SO Valais-Wallis,1,0.0002
HID,1,0.0002
HOELZLE AG,1,0.0002
HRM Systems AG,1,0.0002
HSBC,1,0.0002
HYDRO Exploitation SA,1,0.0002
Habegger AG,1,0.0002
Hamilton Medical AG,1,0.0002
HappyRobot,1,0.0002
Hauenstein Gruppe,1,0.0002
Haute Ecole d'Ingénierie et de Gestion de Vaud,1,0.0002
Health2Wealth Association,1,0.0002
Helsana Versicherungen AG,1,0.0002
Helvetia Versicherungen,1,0.0002
Helvetica Partners,1,0.0002
Hexagon Manufacturing Intelligence,1,0.0002
Hicof Inc.,1,0.0002
Hidrostal AG,1,0.0002
Hidrostal Group,1,0.0002
Hilcona Aktiengesellschaft,1,0.0002
Hilo by Aktiia,1,0.0002
Hilti (Schweiz) AG,1,0.0002
Hitachi Energy Switzerland Ltd.,1,0.0002
Hodel + Partner Management Consulting,1,0.0002
Holcim (Schweiz) AG,1,0.0002
Hoval Schweiz,1,0.0002
Huba Control,1,0.0002
Humanka GmbH,1,0.0002
Hänseler AG,1,0.0002
Häny AG,1,0.0002
ICT Berufsbildungscenter AG,1,0.0002
IDAK Food Group AG,1,0.0002
IDEAS emplois SA,1,0.0002
IGP Pulvertechnik AG,1,0.0002
IGS GmbH,1,0.0002
IGS Informatikgesellschaft für Sozialversicherungen GmbH,1,0.0002
IMD,1,0.0002
IMI,1,0.0002
IMI Climate Control,1,0.0002
INERA SA,1,0.0002
ISATI Engineering Solutions,1,0.0002
ISOLUTIONS AG,1,0.0002
IT Republic GmbH,1,0.0002
IV-Stelle Basel-Stadt,1,0.0002
IWF AG,1,0.0002
IWIS AG,1,0.0002
Implenia,1,0.0002
Indaflex AG,1,0.0002
Infinity Labs Limited,1,0.0002
Infinity Quest,1,0.0002
Infomaniak,1,0.0002
Innodata Inc.,1,0.0002
Innosuisse,1,0.0002
Insmed Incorporated,1,0.0002
Instaffo,1,0.0002
Institut Informatique HES-SO Valais-Wallis,1,0.0002
Intecso AG • Managed Cloud Infrastructure • Managed Modern Work • Managed Security,1,0.0002
Inter-Networking AG,1,0.0002
Interdiscount,1,0.0002
Interiman Group,1,0.0002
International Air Transport Association (IATA),1,0.0002
International School of Zug and Luzern,1,0.0002
Intonate,1,0.0002
Intrum AG,1,0.0002
Intuitive,1,0.0002
Inworld AI,1,0.0002
IoT Lab Association,1,0.0002
Ironforge Consulting AG,1,0.0002
JCW Group,1,0.0002
JOB WATCH SA,1,0.0002
Jet Aviation,1,0.0002
Job Solution AG,1,0.0002
Johnson & Johnson AG,1,0.0002
Johnson & Johnson Innovative Medicine,1,0.0002
Johnson Electric,1,0.0002
Johnson Electric International AG,1,0.0002
Joveo AI,1,0.0002
Jungfraubahnen Management AG,1,0.0002
Jura,1,0.0002
Jurata,1,0.0002
K-LAGAN,1,0.0002
KELLER Pressure,1,0.0002
KWC Group AG,1,0.0002
Kaleidodoc,1,0.0002
Kanton Aargau,1,0.0002
Kanton Basel-Stadt Bau- und Verkehrsdepartement,1,0.0002
Kanton Basel-Stadt Gerichte,1,0.0002
Kanton Uri,1,0.0002
Kantonsspital Baden AG,1,0.0002
Karma Metrix,1,0.0002
Keller Swiss Group,1,0.0002
Keller Swiss Group AG,1,0.0002
"Kelly Science, Engineering, Technology & Telecom",1,0.0002
Kestenholz Automobil AG,1,0.0002
Kilchenmann AG,1,0.0002
Kissling+Zbinden AG,1,0.0002
Klanik,1,0.0002
Kollabo AG,1,0.0002
Konova AG / E-Mitwirkung,1,0.0002
Kornine,1,0.0002
Krüger + Co. AG,1,0.0002
Kyndryl,1,0.0002
Körber,1,0.0002
Körber Supply Chain AG,1,0.0002
L'Occitane International (Suisse) SA,1,0.0002
LEXIAN AG,1,0.0002
LGT Bank AG,1,0.0002
LGT Capital Partners,1,0.0002
LIGENTEC,1,0.0002
LIONSCOUT | GROUP,1,0.0002
LUI.IS LLC,1,0.0002
La Fosse,1,0.0002
Landqart AG,1,0.0002
LatticeFlow AI,1,0.0002
LeeGroup GmbH - Because Quality Matters,1,0.0002
Leister AG,1,0.0002
Lenovo (Schweiz) GmbH,1,0.0002
Liebherr Group,1,0.0002
Lindt & Sprüngli,1,0.0002
Livit AG Real Estate Management,1,0.0002
Lobsiger & Partner GmbH,1,0.0002
Local.ch,1,0.0002
LocalPoint,1,0.0002
Logjob AG - For Supply Chain Experts,1,0.0002
Loki Robotics,1,0.0002
Longines Watch Co. Francillon Ltd.,1,0.0002
Loomis Schweiz AG Kloten,1,0.0002
Loop Future,1,0.0002
Lorum,1,0.0002
Lungenliga Aargau,1,0.0002
Luware AG,1,0.0002
Luxoft,1,0.0002
Luzerner Psychiatrie AG,1,0.0002
Lyreco Switzerland AG,1,0.0002
M&S Software Engineering,1,0.0002
M-Industrie,1,0.0002
MA CAPITAL U.S. LLC,1,0.0002
MDPI,1,0.0002
MDPI Romania,1,0.0002
MDigital AG,1,0.0002
MEB Group AG,1,0.0002
MKS PAMP,1,0.0002
MSC Mediterranean Shipping Company,1,0.0002
MST Systemtechnik AG,1,0.0002
Maagtechnic AG,1,0.0002
Magna5,1,0.0002
Malvern Panalytical,1,0.0002
Manukai,1,0.0002
Markem-Imaje AG,1,0.0002
Mastercam,1,0.0002
Matterhorn Gotthard Verkehrs AG,1,0.0002
Matthias Döll GmbH,1,0.0002
Medela AG,1,0.0002
Medgate AG,1,0.0002
Medtronic,1,0.0002
Metalor Technologies SA,1,0.0002
Metso,1,0.0002
Mettler-Toledo GmbH,1,0.0002
Michel Gruppe AG,1,0.0002
Micronel AG,1,0.0002
Migros Ostschweiz,1,0.0002
Migros Supermarkt AG,1,0.0002
Migros Zürich,1,0.0002
Millennium,1,0.0002
Millennium Center SA,1,0.0002
Mimacom,1,0.0002
Mindfire AG,1,0.0002
Mistral AI,1,0.0002
Mobimo FM Service AG,1,0.0002
Möbel Pfister AG,1,0.0002
NSNW AG,1,0.0002
NTI AG LinMot & MagSpring,1,0.0002
NTT DATA Business Solutions AG,1,0.0002
NZZ,1,0.0002
Naef Immobilier SA,1,0.0002
National Cyber Security Centre NCSC (NCSC_CH),1,0.0002
Natron Tech,1,0.0002
Neho,1,0.0002
Netrics,1,0.0002
Neural Concept,1,0.0002
Next Work AG,1,0.0002
Nexthink SA,1,0.0002
Nexxiot,1,0.0002
Nidecker Group,1,0.0002
NielsenIQ,1,0.0002
Nomasis AG,1,0.0002
NovaMea SA,1,0.0002
Novartis,1,0.0002
Novatix,1,0.0002
Numezis,1,0.0002
NuvemRx,1,0.0002
OBT AG,1,0.0002
OI Wild GmbH,1,0.0002
OK Job SA,1,0.0002
OM Pharma,1,0.0002
ONLU,1,0.0002
ONZACK AG,1,0.0002
Octave,1,0.0002
Oliver Bernard,1,0.0002
Oliver James,1,0.0002
Olymp AG,1,0.0002
Oneconsult,1,0.0002
OnlineDoctor AG,1,0.0002
Onyx Circle,1,0.0002
Onyx Circle AG,1,0.0002
Open Circle AG,1,0.0002
Open Net Sarl,1,0.0002
Open Systems,1,0.0002
OpenAI,1,0.0002
Options Group,1,0.0002
Optiswiss AG,1,0.0002
Optotune,1,0.0002
Orell Füssli Group,1,0.0002
Oswald Nahrungsmittel GmbH,1,0.0002
Otto Hofstetter AG,1,0.0002
PILATUS-BAHNEN AG,1,0.0002
PKZ Burger-Kehl & Co. AG,1,0.0002
POLYPOINT AG,1,0.0002
PRECITRAME MACHINES SA,1,0.0002
PXL Vision,1,0.0002
Panda International,1,0.0002
Papers AG,1,0.0002
Parker Hannifin,1,0.0002
"Pax, Schweizerische Lebensversicherungs-Gesellschaft AG",1,0.0002
Paymira,1,0.0002
Pdftools,1,0.0002
Peko AG,1,0.0002
Perfetti Van Melle,1,0.0002
Persigo AG,1,0.0002
Pertemps ERP (part of Network EMEA),1,0.0002
Pettker & Partner Consulting KlG,1,0.0002
Pflegewegweiser GmbH,1,0.0002
Pharmatronic AG,1,0.0002
Pinterest,1,0.0002
Planzer Synergistics,1,0.0002
"Planzer Transport AG, Zweigniederlassung Informatik",1,0.0002
PlaynVoice,1,0.0002
Point One Navigation,1,0.0002
Point Service SA,1,0.0002
Pontacol AG,1,0.0002
Poolside AG,1,0.0002
Praxisklinik Rennbahn AG,1,0.0002
Privatklinik Reichenbach b. Meiringen AG,1,0.0002
Pro Informatik AG,1,0.0002
Procure Ai,1,0.0002
PureGym AG,1,0.0002
PwC,1,0.0002
Pädagogische Hochschule Bern,1,0.0002
"QuantumBlack, AI by McKinsey",1,0.0002
RAHN-Group,1,0.0002
RUAG MRO Holding AG,1,0.0002
Racing Unleashed AG,1,0.0002
Raiffeisen Group,1,0.0002
Raiffeisen Schweiz,1,0.0002
Raiffeisenbank Unteremmental,1,0.0002
Rapinno Tech Solutions GmbH,1,0.0002
Redsen,1,0.0002
Reka,1,0.0002
Renault Suisse SA,1,0.0002
Rent a person Beratungs AG,1,0.0002
Resonant Link Medical,1,0.0002
Rheinmetall Air Defence AG,1,0.0002
Rieter,1,0.0002
Rigby AG,1,0.0002
Ringier AG,1,0.0002
Risklick,1,0.0002
Ritter Products AG,1,0.0002
Rivero AG,1,0.0002
Riverty,1,0.0002
Robert Walters,1,0.0002
RobitiFAI,1,0.0002
Romer's Hausbäckerei AG,1,0.0002
"Roy C. Hitchman AG, Unternehmensberatung",1,0.0002
République et Canton de Neuchâtel,1,0.0002
SBB Cargo International AG,1,0.0002
SCOR,1,0.0002
SEIDOR,1,0.0002
SERV Swiss Export Risk Insurance,1,0.0002
SFS Group,1,0.0002
SHERPANY,1,0.0002
SHOTOVER Systems,1,0.0002
SICPA HOLDING SA,1,0.0002
SIGA,1,0.0002
SJ Recrutement,1,0.0002
SKAN,1,0.0002
SKIDATA,1,0.0002
SNAQ,1,0.0002
SOLIT Group AG,1,0.0002
SOTTAS SA,1,0.0002
SPS Switzerland AG,1,0.0002
SQ Products AG,1,0.0002
SRG SSR,1,0.0002
SSI IT Consulting GmbH,1,0.0002
SUISA,1,0.0002
SUSE,1,0.0002
SV (Schweiz) AG,1,0.0002
SWAG Swiss Work AG,1,0.0002
SWARCO,1,0.0002
SWICA Organisation de Santé,1,0.0002
SWISSto12,1,0.0002
Safeguard Global Switzerland,1,0.0002
Safran Timing Technologies SA,1,0.0002
Salto Systems AG,1,0.0002
Samsung Electronics Switzerland GmbH,1,0.0002
Scait,1,0.0002
Scandit,1,0.0002
Schaffhauser Kantonalbank,1,0.0002
Schiller AG,1,0.0002
Schneider Electric,1,0.0002
Schoch Informatik Hinwil AG,1,0.0002
Schweizer Armee - Armeestab A Stab,1,0.0002
Schweizer Armee - Kommando Operationen Kdo Op,1,0.0002
Schweizer Hagel,1,0.0002
Schweizer Reisekasse (Reka) Genossenschaft,1,0.0002
Schweizer Weinhandelskontrolle,1,0.0002
Schweizerische Exportrisikoversicherung,1,0.0002
Schweizerische Rettungsflugwacht (Rega),1,0.0002
Schweizerisches Bundesgericht BGer,1,0.0002
Schönenberger Partner AG,1,0.0002
Scopely,1,0.0002
Selectron Systems AG,1,0.0002
Senevita,1,0.0002
Siemens Healthineers,1,0.0002
Sigma Advisor SA,1,0.0002
Sigmaplan AG,1,0.0002
Sika,1,0.0002
Sitrox,1,0.0002
Sius AG,1,0.0002
Skan AG,1,0.0002
"Sky Systems, Inc. (SkySys)",1,0.0002
Sleepiz AG,1,0.0002
Smallpdf,1,0.0002
Snap Inc.,1,0.0002
Sobi - Swedish Orphan Biovitrum AB (publ),1,0.0002
Softcom,1,0.0002
SoftwareOne,1,0.0002
Sogema Software,1,0.0002
Solar Manager,1,0.0002
Solvias AG,1,0.0002
Sonrysa,1,0.0002
Spacetek Technology AG,1,0.0002
Sphynx,1,0.0002
Spital Affoltern AG,1,0.0002
Spital Limmattal,1,0.0002
Spital STS AG,1,0.0002
Spital Thurgau AG,1,0.0002
Spitalzentrum Biel / Centre hospitalier Bienne,1,0.0002
Spitäler Frutigen Meiringen Interlaken AG,1,0.0002
Spitäler Schaffhausen,1,0.0002
Spitäler fmi AG,1,0.0002
Squad Switzerland,1,0.0002
Stacksync - Integration Cloud,1,0.0002
Stadt Bern,1,0.0002
Stadt Thun,1,0.0002
Stadt Winterthur,1,0.0002
Stiftung Swiss Sport Integrity,1,0.0002
Stiftung Töpferhaus,1,0.0002
Stone Sourcing AG,1,0.0002
Stäubli Electrical Connectors AG,1,0.0002
Stöckli Swiss Sports AG,1,0.0002
Stöcklin Logistik AG,1,0.0002
Sudo AI,1,0.0002
SuisseCo GmbH,1,0.0002
Sulzer,1,0.0002
Sulzer & Schmid Laboratories AG,1,0.0002
Sulzer Schmid Laboratories AG,1,0.0002
Sunrise,1,0.0002
Swiss Armed Forces,1,0.0002
Swiss Automotive Group AG,1,0.0002
Swiss Aviation Software,1,0.0002
Swiss Bankers Prepaid Services AG,1,0.0002
Swiss Cancer Institute,1,0.0002
Swiss Fibertec AG,1,0.0002
Swiss International Air Lines,1,0.0002
Swiss Life AG,1,0.0002
Swiss Post,1,0.0002
Swiss Post Cybersecurity,1,0.0002
Swiss Post Digital Government AG,1,0.0002
Swiss Timing,1,0.0002
Swiss-Ski,1,0.0002
Swisscanto Fund Management Company Ltd.,1,0.0002
Swisslog,1,0.0002
Swissmedic,1,0.0002
Syngenta,1,0.0002
Syz Group,1,0.0002
T. Rowe Price,1,0.0002
TBF + Partner AG,1,0.0002
TE Web GmbH,1,0.0002
TGW Logistics,1,0.0002
TMC,1,0.0002
TORMAX,1,0.0002
TRINAMO AG,1,0.0002
TTMS Schweiz AG,1,0.0002
Talent Access Technologies,1,0.0002
Talent Sutra,1,0.0002
Talents Connection,1,0.0002
Talmatch,1,0.0002
Tangent International,1,0.0002
Tanner & Co. AG,1,0.0002
Tata Consultancy Services,1,0.0002
Team Partners Suisse SA,1,0.0002
Tech Mahindra,1,0.0002
TechTree,1,0.0002
Technis,1,0.0002
Telus Digital,1,0.0002
Templeton & Partners - Innovative & Inclusive Hiring Solutions,1,0.0002
Terre des hommes foundation,1,0.0002
TetraScience,1,0.0002
Texas Instruments Europe,1,0.0002
"The Global Fund to fight Aids, Tuberculosis and Malaria",1,0.0002
The Jeffcoat Firm,1,0.0002
The Nuance Group AG,1,0.0002
